סמל_ישוב,שם_ישוב,סמל_נפה,נפה,קוד_לשכת_מנא,לשכת_מנא,קוד_מועצה_אזורית,מועצה_אזורית,סהכ,גיל_0_5,גיל_6_18,גיל_19_45,גיל_46_55,גיל_56_64,גיל_65_פלוס
570       ,מעונה                    ,24        ,עכו                      ,24        ,עכו                      ,52        ,מעלה יוסף                ,965       ,83        ,234       ,332       ,127       ,87        ,102
571       ,בית גמליאל               ,44        ,רחובות                   ,44        ,רחובות                   ,29        ,חבל יבנה                 ,1138      ,97        ,282       ,386       ,133       ,95        ,145
572       ,בית העמק                 ,24        ,עכו                      ,24        ,עכו                      ,4         ,מטה אשר                  ,709       ,70        ,112       ,233       ,69        ,67        ,158
573       ,מבקיעים                  ,61        ,אשקלון                   ,61        ,אשקלון                   ,36        ,חוף אשקלון               ,508       ,67        ,76        ,213       ,51        ,56        ,45
574       ,גשר הזיו                 ,24        ,עכו                      ,24        ,עכו                      ,4         ,מטה אשר                  ,1759      ,97        ,469       ,562       ,313       ,144       ,174
575       ,יסעור                    ,24        ,עכו                      ,24        ,עכו                      ,4         ,מטה אשר                  ,904       ,87        ,264       ,283       ,107       ,63        ,100
576       ,כברי                     ,24        ,עכו                      ,24        ,עכו                      ,4         ,מטה אשר                  ,1202      ,90        ,255       ,375       ,175       ,97        ,210
577       ,יד בנימין                ,44        ,רחובות                   ,44        ,רחובות                   ,31        ,נחל שורק                 ,4418      ,614       ,1696      ,1443      ,446       ,120       ,99
578       ,סאסא                     ,21        ,צפת                      ,21        ,צפת                      ,1         ,הגליל העליון             ,530       ,45        ,67        ,168       ,62        ,52        ,136
579       ,כפר ראש הנקרה            ,24        ,עכו                      ,24        ,עכו                      ,4         ,מטה אשר                  ,1444      ,78        ,353       ,431       ,261       ,135       ,186
